sha	iso	subject	src	tests	tools	ci	docs	plans	frag	claudemd	changelog	files
56c0e2317741	2026-08-08T12:28:50+02:00	STATUS: 0.21.0 verified against the wheel, and the fifth manual release	0	0	0	0	26	0	0	0	0	1
96b3b3534b95	2026-08-08T12:22:59+02:00	Release 0.21.0 — a template says what it installs	2	0	0	0	255	36	100	9	37	16
a8bebc3927f6	2026-08-08T12:11:24+02:00	T7 review pass 5: TOML-escape the fixture's declared file list	0	7	0	0	0	0	0	0	0	1
64c5482f4143	2026-08-08T12:09:10+02:00	T7 review pass 4: the extraction dropped one of the four failed attempts	10	0	0	0	0	0	0	0	0	2
f78cd40781c4	2026-08-08T12:06:56+02:00	T7 review pass 3: `init` was never tested against a declaration	0	33	0	0	1	0	0	0	0	2
807f1843ff8a	2026-08-08T12:03:52+02:00	T7 review pass 2: `files` sat outside the invariant that should cover it	0	52	52	0	3	0	32	0	0	5
20501e5730c8	2026-08-08T11:55:16+02:00	T7 review pass 1: a test that was green for the wrong reason	64	92	0	0	3	0	55	0	0	6
0c3ccd60fdf5	2026-08-08T11:48:31+02:00	T7: `pnk templates`, and a template declares the files it writes	278	353	0	0	15	0	13	0	0	12
4be7975d043d	2026-08-08T08:55:25+02:00	STATUS: 0.20.1 verified against the wheel, and the fourth manual release	0	0	0	0	16	0	0	0	0	1
2da0e07e222e	2026-08-08T08:49:04+02:00	Release 0.20.1 — a tier that is not built stops being accepted	2	0	0	0	128	0	49	4	24	9
893743b89da5	2026-08-08T08:39:33+02:00	T5 review pass 2: the GUIDE sent slow-search users straight into the break	0	0	0	0	3	0	0	0	0	1
b404e56113bf	2026-08-08T08:36:32+02:00	T5 review pass 1: two stale ROADMAP claims, and the same defect two files away	4	0	0	0	14	32	0	0	0	3
2cfcf8f33a13	2026-08-08T08:32:00+02:00	T5 docs: the tier row, DESIGN's reasoning, D-4 recorded, fragments	0	0	0	0	27	36	49	0	0	8
31ea8a92973e	2026-08-08T08:25:10+02:00	"T5: vector_tier = ""sqlite-vec"" is refused instead of silently ignored"	83	88	0	0	0	0	0	0	0	6
574b6977945b	2026-08-08T07:54:41+02:00	STATUS: 0.20.0 verified against the wheel, and the manual release step is now a rule	0	0	0	0	15	0	0	0	0	1
d429a2ce5b57	2026-08-08T07:47:05+02:00	Release 0.20.0 — adopting the change, after you have seen it	2	0	0	0	242	44	188	4	35	9
bf721e2a6dea	2026-08-08T07:40:20+02:00	T4 review pass 5: no new defect, and the coverage claim made checkable	0	0	0	0	0	0	9	0	0	1
4745b9b3bb41	2026-08-08T07:37:22+02:00	T4 review pass 4: nothing in the code, three falsehoods in documents T4 never opened	0	0	0	0	13	0	20	0	0	3
e58cdef55c69	2026-08-08T07:32:34+02:00	T4 review pass 3: two fixes that were not finished, and a gap stated rather than closed	17	49	0	0	4	0	17	0	0	5
dc160b4e58b9	2026-08-08T07:28:17+02:00	T4: fix a long line pass 2 committed over a red gate, and record how	0	3	0	0	0	0	9	0	0	2
dcc8f7d9b912	2026-08-08T07:26:27+02:00	T4 review pass 2: a correct function reused one scope too wide	44	84	0	0	3	0	23	0	0	4
712f238e0d2a	2026-08-08T07:24:13+02:00	T4 review pass 1: five defects, all of them properties of the write	64	94	0	0	5	0	18	0	0	4
9ab2d6d68ae1	2026-08-08T07:18:57+02:00	T4: the eleven mutation targets, run and recorded	0	0	0	0	0	0	26	0	0	1
05350bbdcac1	2026-08-08T07:17:03+02:00	T4 docs: the manifest has exactly one writer, and three documents said otherwise	9	0	0	0	176	0	66	0	0	9
a8528df55388	2026-08-08T07:11:33+02:00	T4: pnk upgrade --apply, with its tests and its verification rows	16	871	0	0	29	0	0	0	0	5
83c3c770ff39	2026-08-08T06:58:01+02:00	WIP T4: pnk upgrade --apply, working end to end against the plan's fixture	747	0	0	0	0	0	0	0	0	3
e27c0decd6c5	2026-08-08T06:45:42+02:00	CLAUDE.md: offering a context clear is part of finishing an increment	0	0	0	0	0	0	0	5	0	1
46b7826777b6	2026-08-08T06:41:03+02:00	CLAUDE.md: working mode is autonomous, and where its limit is	0	0	0	0	0	0	0	15	0	1
86b882b90bb9	2026-08-08T06:31:36+02:00	CLAUDE.md: T3 shipped in 0.19.0, and the stamp is its landing	0	0	0	0	0	0	0	2	0	1
67a75982197d	2026-08-08T06:26:53+02:00	STATUS: 0.19.0 verified on the index, and two ways the verification nearly lied	0	0	0	0	14	0	0	0	0	1
2403e48fc9b1	2026-08-08T06:22:13+02:00	Release 0.19.0 — what the template changed, in your own file	2	0	0	0	277	0	245	0	36	8
186af6c4f58e	2026-08-08T06:18:07+02:00	T3 review, pass 5: no defect in shipped behaviour — the loop closes	30	58	0	0	8	15	17	0	0	7
17f7c2a71adb	2026-08-08T05:19:43+02:00	T3 review, pass 4: two headline fixes were unpinned, and three batches had silently aborted	13	120	0	0	13	1	29	0	0	8
1f30f19310d2	2026-08-08T04:48:26+02:00	T3 retro: pass 3's three findings, recorded	0	0	0	0	0	0	25	0	0	1
500d925f158f	2026-08-08T04:47:31+02:00	T3 review, pass 3: a remedy that names the wrong version, and a table the correction broke	13	94	0	0	35	47	5	2	0	11
aeb067d4ac70	2026-08-08T03:20:36+02:00	T3 review, pass 2: the fixes needed the same scrutiny as the code they fixed	10	98	0	0	37	34	35	0	0	12
a9c1487b171f	2026-08-08T02:36:58+02:00	T3 review: the writes-nothing test could not see a write, and the predicate asked the wrong question	165	205	0	0	57	29	63	0	0	14
76649aa50c6b	2026-08-08T02:03:22+02:00	T3 mutation testing: two survivors, one of them the harness lying	0	27	0	0	1	0	52	0	0	3
f44af32905f6	2026-08-08T01:58:39+02:00	T3: pnk upgrade prints what the template changed, and whether it still fits	516	861	0	0	167	0	27	2	0	15
c546ee6d6a0e	2026-08-08T01:28:00+02:00	T3 decision: O-2's exit code 3, applied over the sentence that contradicted it	0	0	0	0	0	83	0	0	0	1
da92d4e3f3ea	2026-08-08T00:47:56+02:00	STATUS: 0.18.0 verified on the index, not assumed	0	0	0	0	11	0	0	0	0	1
e46a2eecac5c	2026-08-08T00:42:24+02:00	Release 0.18.0 — the drift warning says something you can act on	2	0	0	0	120	0	76	0	42	8
0b7e2e4c95d5	2026-08-08T00:33:49+02:00	T2 docs: the check's four outcomes, and the caveat it half-closes	0	0	0	0	39	27	0	2	0	5
25cf06054d5a	2026-08-08T00:28:22+02:00	T2 review: four findings, two of them in strings a user reads	37	43	0	0	0	0	67	0	0	4
c9a7313d1872	2026-08-08T00:23:14+02:00	T2: two mutants survived the first pass; both were test defects	0	24	0	0	0	0	0	0	0	1
3e55814e5b2f	2026-08-08T00:18:49+02:00	T2: pnk doctor reports template drift as a diff, not a version string	183	373	15	0	0	0	0	0	0	6
b60b8a0f58e1	2026-08-07T23:47:38+02:00	Docs audit: the twelve that misled a reader, and .env.example	0	0	0	0	101	477	9	0	0	9
8b44aa88714a	2026-08-07T23:25:28+02:00	STATUS: 0.17.0 verified on the index, not assumed	0	0	0	0	16	0	0	0	0	1
063dbe161d02	2026-08-07T23:19:43+02:00	Release 0.17.0 — the template release, interim cut (T1)	2	0	0	0	289	0	131	2	32	13
b33414f3f3c0	2026-08-07T22:27:01+02:00	T1 review fixes: the gate claimed the strong mode over a tree it never looked at	2	257	241	0	12	0	52	0	0	5
5a3d126033c8	2026-08-07T21:38:32+02:00	T1 review: what mutation testing found — a dead branch, a shared vector, a leg order	0	10	21	0	0	0	55	0	0	3
aa3cd53b2af5	2026-08-07T21:31:04+02:00	T1: the template version archive, and the drift gate that makes a version mean something	207	598	465	50	31	0	24	0	0	22
b8430fefbcf3	2026-08-07T15:27:25+02:00	Template plan: Baseline re-run at 71911e2 — four substantive changes, ~30 citations	0	0	0	0	0	298	0	0	0	1
011a799c121f	2026-08-07T15:11:38+02:00	Metadata plan §0: name the two index legs, so a second reading is 80 seconds	0	0	0	0	0	18	0	0	0	1
b6f2b088f976	2026-08-07T13:55:56+02:00	STATUS: record that 0.16.0 was verified against the index, not the run	0	0	0	0	7	0	0	0	0	1
5bc2df9f1e0d	2026-08-07T13:51:27+02:00	0.16.0 — metadata injection, measured and answered	26	77	0	0	624	138	573	8	178	29
13c50cee0af1	2026-08-07T12:37:10+02:00	2d review 2: the argument for the key's placement was false when written	249	159	0	0	0	0	97	0	0	7
d06672bd5e20	2026-08-07T11:58:25+02:00	2d review: say what the two-leg gate cannot check	0	0	7	0	0	0	0	0	0	1
3ed8b061467c	2026-08-07T11:56:37+02:00	2d review: a rebuild could leave half the index injected	97	163	93	0	0	0	74	0	0	8
4f240e1b02ac	2026-08-07T11:09:09+02:00	2d: the screen returned no-go — 6 improved, 6 regressed, 84 unchanged	0	7	19	0	0	0	78	0	0	3
cdfdf18b8df2	2026-08-07T10:16:17+02:00	2d: the two-leg comparison, and three docstrings the code had moved under	11	231	296	0	0	0	49	0	0	8
0ea1bda3bedd	2026-08-07T10:05:23+02:00	2d WIP: the [chunking] metadata option and its two call sites	86	254	0	0	0	0	0	0	0	9
9146a9b32c0a	2026-08-07T08:05:25+02:00	planner review 4: the corpus was on disk the whole time, and it says 43 353	0	0	0	0	2	44	0	2	0	3
ee27f35608b4	2026-08-07T07:44:50+02:00	"planner review 3: the grammar is opt-in, so ""a corpus built today carries heading paths"" was false twice"	0	0	0	0	38	45	0	2	0	10
c5e07dfd4787	2026-08-07T07:18:22+02:00	planner review 2: the corpus I said was gone is a public repo, and a promise's test asserts its opposite	0	0	0	0	11	4	0	0	0	4
64c6e7ee94a3	2026-08-07T06:49:00+02:00	planner review: the sweep fixed one copy and created a contradiction in the file it edited most	0	0	0	0	76	92	0	0	0	10
ab639c3c221b	2026-08-06T22:52:32+02:00	planner: 2c shipped, 2d is next — and eleven neighbours nobody had swept	0	0	0	0	141	277	0	2	0	9
599352111eba	2026-08-06T13:55:44+02:00	2c review: the artifact could not say what it was chunked at	12	43	5	0	0	0	17	0	0	6
a42d9623fb1f	2026-08-06T13:47:02+02:00	2c: freeze the golden set, calibrate it, capture the before leg	0	236	1079	0	0	0	70	0	0	9
eb27e0fdac2c	2026-08-06T12:39:52+02:00	2c WIP: the frozen golden set, authored blind, and its verifier	0	108	559	0	0	0	0	0	0	4
8939e47f1f5e	2026-08-06T11:42:12+02:00	Planner pass: 2b shipped, and three findings it closed	0	0	0	0	10	63	0	2	0	3
e1ea575b302d	2026-08-06T10:33:08+02:00	2b review: one name for a persisted separator, and a blank title is no title	25	20	0	0	0	0	11	0	0	3
9905140c1edf	2026-08-06T10:26:30+02:00	2b: build the metadata prefix, and refuse one that would be truncated	182	222	0	0	0	0	60	0	0	4
bcedd17cbb84	2026-08-06T09:57:44+02:00	Planner pass: 2a shipped, and the reserve numbers it falsified	0	0	0	0	0	68	0	2	0	2
e7d14bc77910	2026-08-06T08:17:16+02:00	2a review: state two divergences the code left silent	0	0	12	0	0	0	0	0	0	1
fcd28bc70a7d	2026-08-06T08:15:44+02:00	2a: real RFC titles in sidecars, and a measured chunking reserve	0	366	265	0	0	0	57	0	0	4
8e21ce92bfae	2026-08-06T07:49:52+02:00	Entry points said step 2 was unblocked; it is not	0	0	0	0	9	0	0	2	0	3
829a2ee0c4df	2026-08-06T07:41:56+02:00	Injection experiment: eight adversarial rounds, ten decisions, five self-corrections	0	0	0	0	0	363	60	0	0	2
12c2b954e194	2026-08-06T02:59:06+02:00	Post-release sweep for 0.15.1	0	0	0	0	11	0	0	0	0	1
2e087c0a189a	2026-08-06T02:56:19+02:00	Release 0.15.1 — One clock	2	0	0	0	109	0	92	0	57	8
549dc4b02d2b	2026-08-06T02:44:46+02:00	UTC everywhere: the last three naive-local timestamps Pinakes wrote	19	41	6	0	4	0	20	0	0	11
aceecd6d6a5f	2026-08-06T02:35:59+02:00	Review: 13 more pointers named CLAUDE.md for content that moved	21	16	6	0	0	0	46	0	0	14
54530e5f4adc	2026-08-06T02:35:40+02:00	CLAUDE.md: 273 lines to 191, into docs/BUILDING.md and docs/INVARIANTS.md	0	0	12	0	121	0	26	182	0	12
d164c49f382f	2026-08-06T01:38:50+02:00	CLAUDE.md: a do-this-first block for the next session	0	0	0	0	0	0	0	13	0	1
7f4c318835b2	2026-08-06T01:30:21+02:00	CLAUDE.md: correct the entry points a fresh session reads first	0	0	0	0	0	0	0	16	0	1
fe2b0da514e4	2026-08-06T00:54:07+02:00	Post-release sweep for 0.15.0	0	0	0	0	8	0	0	0	0	1
904aca8c4e77	2026-08-06T00:50:20+02:00	Release 0.15.0 — A document says what it is called	2	0	0	0	27	0	18	0	26	5
761e05f4bb25	2026-08-06T00:42:46+02:00	A Markdown document is titled by its own # heading	61	92	0	0	3	2	18	0	0	7
17f7310c592d	2026-08-06T00:27:57+02:00	Post-release sweep for 0.14.0	0	0	0	0	8	0	0	0	0	1
52c9a886767e	2026-08-06T00:24:06+02:00	Release 0.14.0 — The tool stops crying wolf	2	0	0	0	112	0	124	0	66	10
775c4512fa60	2026-08-06T00:21:39+02:00	pnk doctor reports minted titles — the last open correction	62	51	0	0	60	20	17	0	0	7
bc353982a669	2026-08-06T00:15:10+02:00	pnk init adopts a directory that already has content	98	82	0	0	64	19	47	0	0	11
2f5e97c531ef	2026-08-05T23:59:33+02:00	Heading coverage warns only for markdown, and the sync-CPU number exists	76	70	0	0	51	91	60	0	0	7
22c0923be5ce	2026-08-05T23:08:38+02:00	Post-release sweep for 0.13.0	0	0	0	0	8	0	0	0	0	1
8a3cbce09bbe	2026-08-05T23:04:09+02:00	Release 0.13.0 — Plain text can carry a heading path	2	0	0	0	172	0	217	0	96	12
df867a8c9559	2026-08-05T23:00:29+02:00	The corpus, and what it did to the predicate (§5.3 measured)	41	41	215	0	0	52	78	0	0	7
cec776f36067	2026-08-05T22:26:08+02:00	A [chunking] edit is no longer a silent no-op (correction 5)	121	170	0	0	55	45	52	0	0	12
288ee0f43370	2026-08-05T21:17:59+02:00	"Numbered plain-text headings, behind [chunking] headings = ""numbered"""	180	177	0	0	59	128	87	0	0	11
7aa2e601a63a	2026-08-05T20:32:39+02:00	Settle §5.2 and §5.3 — step 1 is unblocked	0	0	0	0	0	95	0	0	0	2
056c7bed3464	2026-08-05T20:28:28+02:00	Post-release sweep, and the two decisions the user took	0	0	0	0	37	147	0	0	0	4
980ac5a5230a	2026-08-05T20:08:42+02:00	Release 0.12.0 — The check that would have caught it	2	0	0	0	297	0	269	0	73	18
e8e71a9df1e2	2026-08-05T20:01:25+02:00	Open corrections: close two landed items, and stop asserting an open question	0	0	0	0	0	65	0	0	0	1
361ed289854b	2026-08-05T19:56:52+02:00	Fix a red main: an exact assertion between two different roundings	0	19	0	0	0	0	35	0	0	2
1de5a4c39cab	2026-08-05T19:51:33+02:00	Fixture copies must exclude .pinakes/, at every call site not just four	0	22	0	0	0	0	39	0	0	6
519cae10f0c7	2026-08-05T19:39:52+02:00	Retro fix: measure the process tree, not the launched pid	0	32	76	0	0	0	45	0	0	3
0a992c7bb9ce	2026-08-05T19:23:43+02:00	The metadata investigation, written down before a context compaction	0	0	0	0	0	176	0	4	0	2
ef000277ac79	2026-08-05T19:14:31+02:00	DESIGN 4.6 claimed heading_path is used for filtering; nothing filters on it	0	0	0	0	10	0	0	0	0	1
61265466e293	2026-08-05T15:16:18+02:00	Three decisions: init adoption, titles, and the grammar's scope	0	0	0	0	0	165	0	0	0	2
4e4cfcd5d637	2026-08-05T10:15:53+02:00	`[chunking] strategy` is inert, not merely limited — my own wording understated it	0	0	0	0	10	0	0	0	0	2
e3dd5718b52a	2026-08-05T10:09:13+02:00	Retrospective: item 5's fix is clean, two residual leaks noted out of scope	0	0	0	0	0	0	29	0	0	1
293bf3791929	2026-08-05T10:09:13+02:00	pnk doctor: never print the operator's home directory	46	61	0	0	0	0	10	0	0	3
d68459ab7e86	2026-08-05T10:04:15+02:00	Document the heading-coverage check, and correct the item that asked for it	0	0	0	0	27	67	0	0	0	5
776ea1d0e015	2026-08-05T09:57:18+02:00	Add tools/measure_sync_cpu.py: the cores-busy measurement item 6 requires	0	88	141	0	0	0	6	0	0	3
de8161b101ea	2026-08-05T09:50:24+02:00	pnk doctor reports heading coverage, and warns on a source type at zero	71	115	0	0	5	0	65	0	0	5
4b0347d9d34f	2026-08-05T09:43:30+02:00	Fix item 2: the [light] backend error prescribes a 2GB install	78	87	0	0	0	0	29	0	0	5
56c12b074a7b	2026-08-05T09:37:46+02:00	CLAUDE.md pointed agents at G3, which shipped in 0.11.0	0	0	0	0	78	24	0	27	0	3
b99258fbf873	2026-08-05T09:30:19+02:00	ROADMAP still said the graph release was building; my sweep script discarded the fix	0	0	0	0	8	2	0	0	0	2
61cb6c9eaf43	2026-08-05T09:21:30+02:00	Record 0.11.0 as published, and the fourth thing that hides a good upload	0	0	0	0	7	0	0	0	0	2
70f88f1f8487	2026-08-05T09:17:34+02:00	Release 0.11.0 — the graph release	2	0	0	0	473	0	579	1	142	19
f2d31f62c20d	2026-08-05T09:09:43+02:00	G6: pin the tiebreak's kind component, which nothing reached	0	29	0	0	15	0	0	0	0	4
6814013f344c	2026-08-05T09:05:16+02:00	G6: the sort key is what makes the output deterministic, said plainly	21	0	0	0	0	0	0	0	0	1
f007feda57c8	2026-08-05T08:03:21+02:00	G6 review, round one: an implicit order standing in for an explicit one	14	47	0	0	2	0	45	0	0	4
a499bbb8869a	2026-08-05T07:50:44+02:00	G6: pnk doctor reports the highest-degree structural edge hubs	76	78	0	0	8	0	11	0	0	4
e6cd361c5681	2026-08-05T02:11:21+02:00	Incorporate G5's documentation, and record the gate result	0	0	0	0	58	8	0	0	0	4
e3b8125ebb5a	2026-08-05T01:50:03+02:00	G5: the gate result, recorded	0	0	0	0	0	0	121	0	0	1
f44a4da822a3	2026-08-05T00:41:14+02:00	G5: the parent-child tail, measured — and it is alarming	0	0	0	0	0	0	37	0	0	1
38adcad20486	2026-08-05T00:32:24+02:00	G5 review, round four: a root spends a fan-out slot it is then discarded from	27	36	0	0	2	0	51	0	0	5
57028f999dd0	2026-08-05T00:16:12+02:00	G5 review, round three (cont.): the tests for the unpinned behaviours	54	325	23	0	0	0	0	0	0	5
800d6285099e	2026-08-04T23:43:51+02:00	G5: say what the roots are, accurately	6	0	0	0	0	0	0	0	0	1
f9db37ffc332	2026-08-04T23:43:01+02:00	G5 review, round three (cont.): one header function, not two	9	0	52	0	0	0	0	0	0	2
860a623d5e31	2026-08-04T23:40:54+02:00	G5 review, round three: a root is expanded, never emitted	24	20	0	0	1	0	0	0	0	3
0f53efc39147	2026-08-04T23:36:36+02:00	G5: line length in a test helper; check.sh green	0	4	0	0	0	0	0	0	0	1
d54a5903f5f0	2026-08-04T23:32:37+02:00	G5: the retrospective fragment for the channel	0	0	0	0	0	0	58	0	0	1
10600757346c	2026-08-04T23:31:22+02:00	G5 review, round two: two findings from my own pass	79	48	0	0	0	0	0	0	0	2
6c83bde6b19e	2026-08-04T23:26:29+02:00	G5: the ceiling probe forces the channel off, so a re-run stays comparable	0	4	9	0	0	0	0	0	0	2
31a2b76546a9	2026-08-04T23:24:22+02:00	G5: the changelog fragment	0	0	0	0	0	0	50	0	0	1
2a9ae496a9aa	2026-08-04T23:20:40+02:00	G5: cosine ranks the channel, distance breaks the tie	36	62	0	0	2	0	0	0	0	3
f176b9da6805	2026-08-04T23:09:53+02:00	G5 review, round one: the root-document exclusion nothing caught	0	137	0	0	4	0	0	0	0	2
99623c35aa25	2026-08-04T23:06:34+02:00	G5: the parent-child ceiling, and the VERIFICATION rows the tests require	0	0	0	0	26	0	54	0	0	2
c780c0ae9fd1	2026-08-04T23:02:09+02:00	G5: the reported knobs and tools/graph_matrix.py	122	22	336	0	0	0	0	0	0	5
f7c4350e3394	2026-08-04T22:49:36+02:00	G5: the expansion channel and its tests, green	0	922	10	0	0	0	0	0	0	3
498b94ca086d	2026-08-04T22:39:04+02:00	G5 (wip): the channel, its manifest key, the eval header and the gate	593	0	457	0	0	0	0	0	0	5
aa400548283f	2026-08-04T20:51:42+02:00	Slim CLAUDE.md 271 -> 244, and fix the drift the pass exposed	0	0	0	0	8	0	0	127	0	2
15840e8f82c5	2026-08-04T20:46:53+02:00	parent-child stays transitive; its cost is measured before G5	0	0	0	0	0	82	0	0	0	2
76fb34b33386	2026-08-04T20:44:25+02:00	Incorporate G3's doc proposal	0	0	0	0	69	0	0	0	0	4
e03e6db34868	2026-08-04T19:08:46+02:00	G3 review, round two: an independent adversarial pass	106	204	0	0	6	0	66	0	0	7
3ba4a6222011	2026-08-04T18:36:42+02:00	G3 review: two defects the implementation pass missed	34	100	0	0	2	0	58	0	0	5
8550dfd86f6d	2026-08-04T18:32:33+02:00	G3: the node model and the edge set (`schema_version` 3)	733	950	0	0	35	0	24	0	0	9
11a4e8d626cb	2026-08-04T18:32:33+02:00	G3: capture the pre-bump `pnk links --json` surface as a fixture	0	2154	0	0	0	0	0	0	0	2
2f1b121107b7	2026-08-04T18:18:25+02:00	land.py --cleanup-only: finish a landing you started earlier	0	36	54	0	4	0	5	9	0	6
dc2fe3023054	2026-08-04T18:14:58+02:00	tools/land.py: landing verifies it landed	0	150	179	0	12	0	9	24	0	6
07038fa2d31f	2026-08-04T17:46:11+02:00	The authored-weight warning still said G3 is blocked	0	0	0	0	0	3	0	0	0	1
392ad862252a	2026-08-04T16:49:15+02:00	G3 starts: record the decision and unblock the graph release	0	0	0	0	109	193	0	12	0	7
3517cac6d7a2	2026-08-04T15:59:06+02:00	Correct ROADMAP against main: 0.10.0 shipped, 0.9.0 reached PyPI	0	0	0	0	52	0	0	0	0	1
b15a90c79600	2026-08-04T15:55:27+02:00	Link ROADMAP.md throughout — 46 in-page anchors, 105 cross-doc links	0	0	0	0	363	0	0	0	0	1
ec893a631ebf	2026-08-04T15:44:37+02:00	Record 0.10.0 as published; name the third cache that hides a good upload	0	0	0	0	24	0	0	0	0	2
a31bb8da85cd	2026-08-04T15:43:28+02:00	Add docs/ROADMAP.md — the development story on one page, for a human	0	0	0	0	484	0	12	0	0	4
fb5423f397e0	2026-08-04T15:38:40+02:00	Release 0.10.0	2	0	0	0	132	0	135	0	45	12
02daa51f5b7d	2026-08-04T15:33:07+02:00	Mark the estimate-only UTC test pinakes[pdf]-only; record why check.sh missed it	0	5	0	0	0	0	26	0	0	3
ab08f987925c	2026-08-04T15:26:40+02:00	Close the interrupted-sync trio; keep the lock guidance true after the UTC fix	0	0	0	0	2	84	0	0	0	2
5351cc6b4589	2026-08-04T15:22:41+02:00	Document the sync completeness WARN; correct DESIGN's lock-age claim	0	0	0	0	7	0	0	0	0	2
ebdc6a7d25b4	2026-08-04T15:11:35+02:00	Fix the GUIDE's install line and lock remedy; add a measure-first parallelism item	0	0	0	0	11	107	20	0	0	5
eb131fcb5d98	2026-08-04T15:07:00+02:00	Fix adversarial-review finding: progress printer can leave a dangling line	81	32	0	0	0	0	25	0	0	3
0fe8f1660819	2026-08-04T14:49:00+02:00	Fix the three defects an interrupted pnk sync exposes	95	242	0	0	0	0	49	0	0	12
970f50ecf6ff	2026-08-04T14:37:15+02:00	Record that v0.9.0 is tagged but not on PyPI, and why	0	0	0	0	16	0	28	0	0	2
25292276f052	2026-08-04T14:32:30+02:00	Release 0.9.0 — the docs become a site, and the project gets its capital P	2	0	0	0	104	0	125	0	40	9
134f920dff26	2026-08-04T14:12:06+02:00	Rename the repo to lucagattoni/pinakes; capitalise the project name in prose	60	0	0	4	178	82	9	18	58	46
a9ca282bad3f	2026-08-04T14:03:49+02:00	Publish docs/ as a MkDocs Material site on GitHub Pages	0	0	0	65	312	0	43	7	0	24
22484d4a9e18	2026-08-04T13:33:49+02:00	Timestamps are UTC from 20260804 11:32, and that settles the lock-clock fix	0	0	0	0	0	2	0	9	0	2
b0bf4152e7d7	2026-08-04T11:47:02+02:00	Fix defects an adversarial review found in the edge census	0	133	26	0	0	0	63	0	0	4
a88131964fdf	2026-08-04T11:27:26+02:00	Add a per-kind edge census to the reachable-ceiling probe	0	250	77	0	3	0	38	0	0	5
b694a685473f	2026-08-04T10:52:50+02:00	O-1 and O-2 decided: `pnk templates` accepted, `cannot compare` exits 3	0	0	0	0	1	4	0	0	0	2
21a401f4c094	2026-08-04T10:19:40+02:00	Incorporate three reviewed plans, with decisions 1-3 taken	0	0	0	0	3	3006	0	0	0	5
9786d829a7c2	2026-08-04T09:27:57+02:00	Two defects I introduced myself, found by the graph-drafts review	0	0	0	0	0	26	0	0	0	2
304c01b15231	2026-08-04T08:53:46+02:00	Post-publish sweep: 0.8.0 is on PyPI, verified against the index	0	0	0	0	6	0	0	0	0	1
befb29a1be05	2026-08-04T08:41:29+02:00	Release 0.8.0 — the paid key must be aimed at pinakes	2	0	0	0	200	0	314	0	137	13
8797afd39612	2026-08-04T08:38:40+02:00	STATUS: the realism corpus, and the premise it falsified	0	0	0	0	41	0	0	0	0	1
b70680005e21	2026-08-04T08:36:28+02:00	corpus-probe-run: a per-kind edge census, because two kinds are already zero	0	0	0	0	0	31	0	0	0	1
60e54d4c8532	2026-08-04T08:34:17+02:00	open-corrections: nine defects the RFC corpus found by being used	0	0	0	0	0	72	0	0	0	1
a107a059d2cc	2026-08-04T08:26:05+02:00	The paid key is PINAKES_ANTHROPIC_API_KEY, passed explicitly, with no fallback	53	86	0	0	6	0	10	15	0	10
09b517161268	2026-08-04T07:03:21+02:00	Fragments: adopt the timestamp prefix `main` introduced under this branch	0	0	0	0	0	0	0	0	0	2
be804c1b9055	2026-08-04T07:01:59+02:00	Sixth review pass: a false justification, and two claims the code had outgrown	0	7	19	0	0	0	6	0	0	3
7bc6563430bf	2026-08-04T07:01:59+02:00	Fifth review pass: the fixture-satisfied assertion, twice, in the last commit	0	46	42	0	2	0	34	0	0	5
a6a931b305d8	2026-08-04T07:01:59+02:00	Fourth review pass: the golden set is an input too, and a contradiction that moved	0	77	97	0	3	0	39	0	0	5
be68f93a0db2	2026-08-04T07:01:59+02:00	Third review pass: the reranker model, a double accusation, a spliced sentence	9	88	66	0	6	0	41	0	0	6
1d4d3e698a27	2026-08-04T07:01:59+02:00	Second review pass: `filters`, an assertion its fixture satisfied, and the configuration	15	162	168	0	4	0	64	0	0	6
7ddb9085a84b	2026-08-04T07:01:59+02:00	Retrospective review: four more absorptions, and a test that could not fail	11	201	151	0	9	0	137	0	0	6
832cb2f8b283	2026-08-04T07:01:59+02:00	Probe: refuse a golden set it cannot measure, and name the KB it measured	16	110	152	0	5	0	69	0	0	6
61f1975f0b74	2026-08-04T06:41:29+02:00	Every plan and fragment carries a YYYYMMDD_HHMM prefix, applied retrospectively	53	78	35	6	68	50	18	13	40	62
39f78026deb1	2026-08-04T05:10:02+02:00	Incorporate two proposal branches that never landed, from 20260801	0	0	0	0	0	167	0	0	0	3
f77ced61c874	2026-08-04T04:29:07+02:00	open-corrections: doctor's model-coherence remedy destroys an interrupted sync	0	0	0	0	0	50	0	0	0	1
0da5da175737	2026-08-04T04:26:43+02:00	Docs audit, MEDIUM batch: a stale build-order pointer and five outlived claims	0	0	0	0	13	0	9	6	0	6
db7d1c1a3aaa	2026-08-04T04:23:43+02:00	VERIFICATION.md: rows for 0.7.1, and an honest remedy row	0	0	0	0	32	0	10	0	0	3
b2a70bb3d7ab	2026-08-04T04:19:32+02:00	Docs audit: nine wrong public claims, verified against the code and corrected	0	0	0	0	32	50	9	0	0	9
e3685e1b1b73	2026-08-03T23:10:02+02:00	[budget] monthly_eur default 5.00 -> 30.00, in proportion	6	4	0	0	2	0	10	0	0	6
97309d8aa14a	2026-08-03T23:01:42+02:00	[budget] per_operation_eur default 0.05 -> 0.30	6	4	0	0	2	0	10	0	0	6
a8d6d729003c	2026-08-03T22:50:45+02:00	Review pass: the CI negative check is pinned as a command, not a substring	0	17	0	0	0	0	0	0	0	1
